ID_Cliente,Edad,Tipo_Contrato,Cargos_Mensuales,Meses_Antiguedad,Abandono,Tipo_Contrato_Num,Abandono_Num
CLI-1373,23.0,Anual,65.99105204720516,50.0,Si,0.0,1.0
CLI-1374,52.0,Mensual,82.42482301499464,1.0,Si,1.0,1.0
CLI-1376,54.0,Anual,32.31155281078793,64.0,Si,0.0,1.0
CLI-1377,48.0,Anual,67.00909609532465,51.0,No,0.0,0.0
CLI-1378,64.0,Mensual,119.13540284585586,69.0,No,1.0,0.0
CLI-1379,65.0,Anual,49.874949366372405,67.0,No,0.0,0.0
CLI-1380,80.0,Anual,104.63347275472073,58.0,Si,0.0,1.0
CLI-1381,25.0,Mensual,54.070937616110676,40.0,No,1.0,0.0
CLI-1382,74.0,Anual,104.10648188190791,52.0,No,0.0,0.0
CLI-1383,32.0,Anual,102.59357143120658,55.0,No,0.0,0.0
CLI-1384,70.0,Anual,89.45280835259267,49.0,Si,0.0,1.0
CLI-1385,36.0,Anual,97.24101406237041,13.0,No,0.0,0.0
CLI-1386,38.0,Mensual,33.2860432621133,51.0,Si,1.0,1.0
CLI-1387,84.0,Anual,27.167043592578324,46.0,No,0.0,0.0
CLI-1388,74.0,Mensual,23.187168226156125,54.0,Si,1.0,1.0
CLI-1389,38.0,Mensual,38.97189605517675,65.0,Si,1.0,1.0
CLI-1390,33.0,Mensual,78.25483750470042,40.0,No,1.0,0.0
CLI-1391,25.0,Anual,109.59338811355883,2.0,No,0.0,0.0
CLI-1392,80.0,Mensual,58.639960937001895,37.0,No,1.0,0.0
CLI-1393,57.0,Mensual,98.52789394957304,60.0,Si,1.0,1.0
CLI-1394,43.0,Anual,106.14600056326199,31.0,No,0.0,0.0
CLI-1395,54.0,Anual,39.34122916599141,15.0,No,0.0,0.0
CLI-1396,39.0,Mensual,21.942203284322296,12.0,No,1.0,0.0
CLI-1397,23.0,Mensual,44.958843122237994,42.0,No,1.0,0.0
CLI-1398,44.0,Anual,79.2799937928898,17.0,No,0.0,0.0
CLI-1399,73.0,Mensual,29.637865397228495,10.0,Si,1.0,1.0
CLI-1400,47.0,Mensual,114.17523812031375,11.0,No,1.0,0.0
CLI-1401,76.0,Anual,31.179381241622465,9.0,Si,0.0,1.0
CLI-1402,51.0,Anual,117.39901119334463,19.0,Si,0.0,1.0
CLI-1403,80.0,Mensual,85.938913031183,52.0,Si,1.0,1.0
CLI-1404,74.0,Anual,26.03423366653093,62.0,No,0.0,0.0
CLI-1405,64.0,Anual,30.69221274385921,54.0,Si,0.0,1.0
CLI-1406,49.0,Mensual,79.42094245303943,27.0,Si,1.0,1.0
CLI-1407,73.0,Anual,24.772690167534122,57.0,No,0.0,0.0
CLI-1408,84.0,Anual,20.142443911868163,47.0,No,0.0,0.0
CLI-1409,72.0,Mensual,22.00751453857716,25.0,No,1.0,0.0
CLI-1410,45.0,Anual,82.61179120218154,66.0,No,0.0,0.0
CLI-1412,22.0,Mensual,86.44665278793909,63.0,Si,1.0,1.0
CLI-1413,28.0,Mensual,103.85268887065784,5.0,No,1.0,0.0
CLI-1414,58.0,Anual,119.91564009206463,22.0,No,0.0,0.0
CLI-1416,29.0,Mensual,51.97181056491685,22.0,Si,1.0,1.0
CLI-1417,56.0,Mensual,61.25607989423122,7.0,No,1.0,0.0
CLI-1418,45.0,Anual,109.36993032212668,3.0,Si,0.0,1.0
CLI-1419,43.0,Mensual,65.08598356425549,68.0,Si,1.0,1.0
CLI-1420,75.0,Mensual,20.6341131748812,65.0,No,1.0,0.0
CLI-1421,59.0,Mensual,50.7748888005937,9.0,Si,1.0,1.0
CLI-1422,69.0,Anual,33.257773111121466,48.0,No,0.0,0.0
CLI-1423,44.0,Mensual,49.953517002793504,46.0,No,1.0,0.0
CLI-1424,20.0,Mensual,44.93478522020284,4.0,Si,1.0,1.0
CLI-1425,51.0,Mensual,90.92303854703832,32.0,Si,1.0,1.0
CLI-1426,63.0,Anual,91.17745841861962,36.0,No,0.0,0.0
CLI-1427,83.0,Anual,78.98511915868691,53.0,No,0.0,0.0
CLI-1428,50.0,Mensual,32.660840415255024,47.0,Si,1.0,1.0
CLI-1429,27.0,Mensual,37.07619682428224,7.0,Si,1.0,1.0
CLI-1430,51.0,Mensual,32.11063172237267,62.0,No,1.0,0.0
CLI-1431,26.0,Anual,104.41096362980119,62.0,No,0.0,0.0
CLI-1432,67.0,Anual,103.33387305918187,28.0,Si,0.0,1.0
CLI-1433,76.0,Anual,41.10448070784945,36.0,Si,0.0,1.0
CLI-1434,24.0,Mensual,76.77263954194463,12.0,No,1.0,0.0
CLI-1435,31.0,Anual,30.144827361777963,14.0,Si,0.0,1.0
CLI-1436,73.0,Anual,106.3999960268191,51.0,No,0.0,0.0
CLI-1437,53.0,Mensual,24.28363194531707,27.0,Si,1.0,1.0
CLI-1438,29.0,Anual,88.86766518127828,40.0,Si,0.0,1.0
CLI-1439,55.0,Anual,78.63515297931387,49.0,Si,0.0,1.0
CLI-1440,31.0,Mensual,53.08185863050027,23.0,No,1.0,0.0
CLI-1441,29.0,Anual,100.81500704026699,47.0,No,0.0,0.0
CLI-1442,32.0,Mensual,21.16328390994852,41.0,Si,1.0,1.0
CLI-1443,41.0,Mensual,63.551449699185405,16.0,No,1.0,0.0
CLI-1444,84.0,Anual,54.78777565950212,54.0,Si,0.0,1.0
CLI-1445,57.0,Mensual,101.71466353451478,64.0,Si,1.0,1.0
CLI-1446,22.0,Anual,106.73348444041783,35.0,No,0.0,0.0
CLI-1447,55.0,Anual,56.640602697987276,29.0,Si,0.0,1.0
CLI-1448,71.0,Mensual,28.82193058422903,36.0,Si,1.0,1.0
CLI-1449,19.0,Anual,29.200355510322723,49.0,No,0.0,0.0
CLI-1450,60.0,Mensual,41.77179391128151,46.0,Si,1.0,1.0
CLI-1451,19.0,Mensual,83.57878555148301,62.0,Si,1.0,1.0
CLI-1452,51.0,Anual,90.5369831490015,37.0,No,0.0,0.0
CLI-1453,34.0,Anual,81.5495958246004,38.0,Si,0.0,1.0
CLI-1454,38.0,Anual,112.8643008536553,52.0,No,0.0,0.0
CLI-1455,63.0,Anual,68.48485510324755,59.0,Si,0.0,1.0
CLI-1456,38.0,Anual,72.50637211999691,45.0,No,0.0,0.0
CLI-1457,48.0,Mensual,86.94248015211733,5.0,No,1.0,0.0
CLI-1458,50.0,Anual,66.81669265776512,7.0,Si,0.0,1.0
CLI-1459,37.0,Mensual,111.88072290028664,8.0,No,1.0,0.0
CLI-1460,58.0,Anual,43.48292708782972,42.0,Si,0.0,1.0
CLI-1461,83.0,Mensual,75.16863265305233,9.0,No,1.0,0.0
CLI-1462,57.0,Anual,89.80077549443932,3.0,No,0.0,0.0
CLI-1463,70.0,Anual,110.27244924293156,41.0,Si,0.0,1.0
CLI-1464,20.0,Mensual,73.88870628482886,64.0,Si,1.0,1.0
CLI-1465,68.0,Mensual,117.72441569227091,43.0,Si,1.0,1.0
CLI-1466,30.0,Anual,107.2996961364059,61.0,No,0.0,0.0
CLI-1467,68.0,Anual,80.50653914608901,40.0,No,0.0,0.0
CLI-1468,44.0,Anual,78.1303503767964,27.0,No,0.0,0.0
CLI-1469,84.0,Mensual,117.26908295052824,35.0,No,1.0,0.0
CLI-1470,24.0,Anual,116.24283956495194,28.0,No,0.0,0.0
CLI-1471,84.0,Mensual,73.34877890813686,10.0,No,1.0,0.0
CLI-1472,68.0,Anual,40.41248812091454,42.0,Si,0.0,1.0
CLI-1473,51.0,Anual,84.68924171635973,25.0,No,0.0,0.0
CLI-1474,43.0,Mensual,39.76366899412246,6.0,No,1.0,0.0
CLI-1475,47.0,Anual,49.24767646499412,29.0,Si,0.0,1.0
CLI-1476,25.0,Mensual,43.95058643413628,35.0,No,1.0,0.0
CLI-1477,34.0,Anual,39.61656419956057,52.0,Si,0.0,1.0
CLI-1478,35.0,Anual,115.31045303308917,15.0,Si,0.0,1.0
CLI-1479,46.0,Mensual,85.52454184833142,55.0,No,1.0,0.0
CLI-1480,36.0,Mensual,84.68314983065099,33.0,Si,1.0,1.0
CLI-1481,36.0,Mensual,24.46469108958403,44.0,Si,1.0,1.0
CLI-1482,40.0,Anual,70.6751042502818,48.0,No,0.0,0.0
CLI-1483,68.0,Anual,46.036219971660714,12.0,No,0.0,0.0
CLI-1484,51.0,Anual,105.54069151069442,59.0,No,0.0,0.0
CLI-1485,65.0,Mensual,100.64618941702484,32.0,Si,1.0,1.0
CLI-1486,60.0,Mensual,83.43079078161377,31.0,No,1.0,0.0
CLI-1487,36.0,Mensual,86.76645810465317,58.0,Si,1.0,1.0
CLI-1488,42.0,Anual,29.327327325180832,31.0,Si,0.0,1.0
CLI-1489,78.0,Anual,113.40847468272683,47.0,Si,0.0,1.0
CLI-1490,49.0,Mensual,34.28048905973678,8.0,No,1.0,0.0
CLI-1491,74.0,Mensual,51.91006105311885,61.0,No,1.0,0.0
CLI-1492,45.0,Anual,40.881667665489246,55.0,No,0.0,0.0
CLI-1493,40.0,Mensual,58.12469325914299,57.0,Si,1.0,1.0
CLI-1494,24.0,Mensual,60.667520214710706,6.0,No,1.0,0.0
CLI-1495,31.0,Mensual,45.24515168281684,38.0,Si,1.0,1.0
CLI-1496,46.0,Anual,79.60352189308436,69.0,Si,0.0,1.0
CLI-1497,51.0,Mensual,33.36885285488434,16.0,Si,1.0,1.0
CLI-1498,50.0,Mensual,73.71963648248948,5.0,Si,1.0,1.0
CLI-1499,65.0,Mensual,36.31776676090732,18.0,Si,1.0,1.0
CLI-1500,24.0,Anual,67.819036374077,16.0,No,0.0,0.0
CLI-1501,85.0,Mensual,93.66141553712158,13.0,Si,1.0,1.0
CLI-1502,66.0,Mensual,76.3038484027064,14.0,No,1.0,0.0
CLI-1503,50.0,Mensual,47.720236114553764,46.0,Si,1.0,1.0
CLI-1504,60.0,Anual,114.37501976351803,54.0,No,0.0,0.0
CLI-1505,83.0,Mensual,62.29767952787484,6.0,Si,1.0,1.0
CLI-1506,51.0,Anual,112.05813471593513,61.0,No,0.0,0.0
CLI-1507,78.0,Mensual,65.1344572760732,69.0,No,1.0,0.0
CLI-1508,51.0,Mensual,105.20731546225272,32.0,Si,1.0,1.0
CLI-1509,21.0,Mensual,56.953560620877425,52.0,No,1.0,0.0
CLI-1510,48.0,Mensual,56.42197188227465,30.0,Si,1.0,1.0
CLI-1511,56.0,Anual,95.21424314644996,4.0,No,0.0,0.0
CLI-1512,23.0,Anual,57.65523538013452,50.0,No,0.0,0.0
CLI-1513,52.0,Anual,73.20970390346781,40.0,No,0.0,0.0
CLI-1514,70.0,Mensual,97.24393948134365,56.0,Si,1.0,1.0
CLI-1515,40.0,Mensual,40.44894327172694,63.0,No,1.0,0.0
CLI-1516,75.0,Mensual,53.17420062109983,61.0,No,1.0,0.0
CLI-1517,46.0,Anual,60.48519832041987,25.0,Si,0.0,1.0
CLI-1518,68.0,Mensual,88.91669326456176,47.0,Si,1.0,1.0
CLI-1519,30.0,Anual,63.97428311424507,71.0,No,0.0,0.0
CLI-1520,47.0,Mensual,117.85278826508926,24.0,Si,1.0,1.0
CLI-1521,67.0,Mensual,80.22176033261155,37.0,Si,1.0,1.0
CLI-1522,67.0,Anual,68.70347555436922,26.0,Si,0.0,1.0
CLI-1523,20.0,Mensual,104.6535681510423,41.0,Si,1.0,1.0
CLI-1524,68.0,Mensual,64.35881231138589,40.0,No,1.0,0.0
CLI-1525,71.0,Anual,66.2687139210731,8.0,No,0.0,0.0
CLI-1526,80.0,Anual,74.23264323043436,45.0,No,0.0,0.0
CLI-1527,45.0,Anual,72.6250459076098,38.0,Si,0.0,1.0
CLI-1528,44.0,Mensual,60.61442336597037,41.0,No,1.0,0.0
CLI-1529,31.0,Anual,116.72149923228709,57.0,Si,0.0,1.0
CLI-1530,51.0,Mensual,115.13229899651404,32.0,No,1.0,0.0
CLI-1531,27.0,Mensual,62.83813464041888,60.0,Si,1.0,1.0
CLI-1532,47.0,Mensual,100.03692881743541,48.0,Si,1.0,1.0
CLI-1533,68.0,Mensual,21.126447595811797,68.0,No,1.0,0.0
CLI-1534,20.0,Mensual,108.08424828203717,7.0,Si,1.0,1.0
CLI-1535,75.0,Mensual,86.14461281634159,43.0,Si,1.0,1.0
CLI-1536,73.0,Mensual,64.03803948806436,61.0,No,1.0,0.0
CLI-1537,83.0,Anual,34.85501425754077,9.0,Si,0.0,1.0
CLI-1538,42.0,Mensual,64.33255020354343,35.0,No,1.0,0.0
CLI-1539,68.0,Mensual,96.14166184893925,40.0,Si,1.0,1.0
CLI-1540,20.0,Anual,65.1334875780008,19.0,Si,0.0,1.0
CLI-1541,42.0,Anual,44.40721357138733,19.0,No,0.0,0.0
CLI-1542,26.0,Anual,83.51012929092889,40.0,Si,0.0,1.0
CLI-1543,22.0,Anual,102.3640739552151,71.0,No,0.0,0.0
CLI-1544,28.0,Mensual,50.070622702658696,57.0,Si,1.0,1.0
CLI-1545,18.0,Mensual,94.37903779058041,66.0,No,1.0,0.0
CLI-1546,82.0,Anual,58.49032650122039,43.0,No,0.0,0.0
CLI-1547,70.0,Anual,45.87769508757464,65.0,No,0.0,0.0
CLI-1548,24.0,Mensual,83.80604329820083,22.0,Si,1.0,1.0
CLI-1549,63.0,Anual,90.06904273549138,14.0,No,0.0,0.0
CLI-1550,43.0,Mensual,59.53846300386046,2.0,Si,1.0,1.0
CLI-1551,68.0,Mensual,37.86834670659594,71.0,No,1.0,0.0
CLI-1552,65.0,Mensual,90.0542495366957,37.0,No,1.0,0.0
CLI-1553,78.0,Anual,48.29122312780697,16.0,Si,0.0,1.0
CLI-1554,73.0,Anual,27.0894221045114,20.0,Si,0.0,1.0
CLI-1555,60.0,Anual,69.07640134910685,49.0,Si,0.0,1.0
CLI-1557,51.0,Anual,77.63377472655853,1.0,No,0.0,0.0
CLI-1558,70.0,Anual,58.769982201878875,27.0,Si,0.0,1.0
CLI-1559,19.0,Anual,68.96944390939966,23.0,No,0.0,0.0
CLI-1560,32.0,Mensual,46.02005445184273,22.0,Si,1.0,1.0
CLI-1561,46.0,Mensual,99.44564675177723,38.0,Si,1.0,1.0
CLI-1562,33.0,Mensual,78.19671189586902,68.0,No,1.0,0.0
CLI-1563,75.0,Anual,24.64373387191853,59.0,No,0.0,0.0
CLI-1564,51.0,Mensual,97.13213838375098,30.0,No,1.0,0.0
CLI-1565,58.0,Anual,41.099331471406735,10.0,Si,0.0,1.0
CLI-1566,52.0,Anual,27.768588488925953,32.0,Si,0.0,1.0
CLI-1567,48.0,Mensual,108.76444859896421,53.0,No,1.0,0.0
CLI-1568,19.0,Anual,70.17818707541204,58.0,Si,0.0,1.0
CLI-1569,60.0,Mensual,115.90986424661861,21.0,No,1.0,0.0
CLI-1570,80.0,Mensual,76.20669214606326,36.0,No,1.0,0.0
CLI-1571,38.0,Anual,82.65873773758585,12.0,Si,0.0,1.0
CLI-1572,34.0,Anual,104.17222018437886,25.0,No,0.0,0.0
CLI-1573,38.0,Mensual,62.81333328141931,56.0,No,1.0,0.0
CLI-1574,54.0,Anual,114.48208314032637,13.0,Si,0.0,1.0
CLI-1575,66.0,Anual,49.6504210316351,15.0,Si,0.0,1.0
CLI-1576,60.0,Mensual,119.03351554201078,40.0,Si,1.0,1.0
CLI-1577,38.0,Mensual,115.41979991857974,40.0,Si,1.0,1.0
CLI-1578,45.0,Mensual,96.29286307306006,1.0,Si,1.0,1.0
CLI-1579,51.0,Mensual,113.89139066103927,21.0,No,1.0,0.0
CLI-1580,59.0,Mensual,41.37033739062226,53.0,Si,1.0,1.0
CLI-1581,82.0,Anual,75.72231175791696,57.0,No,0.0,0.0
CLI-1582,54.0,Anual,26.311500310136843,70.0,No,0.0,0.0
CLI-1583,75.0,Mensual,87.88759517892447,46.0,No,1.0,0.0
CLI-1584,34.0,Mensual,64.43746354675781,40.0,No,1.0,0.0
CLI-1585,30.0,Anual,25.44297459372124,72.0,Si,0.0,1.0
CLI-1586,40.0,Anual,101.57795582262142,10.0,Si,0.0,1.0
CLI-1587,65.0,Anual,24.45833533884049,15.0,No,0.0,0.0
CLI-1588,77.0,Anual,87.8415238912517,49.0,Si,0.0,1.0
CLI-1589,61.0,Anual,104.36750188550756,34.0,No,0.0,0.0
CLI-1590,51.0,Anual,32.896705043029876,48.0,No,0.0,0.0
CLI-1591,32.0,Anual,104.3569863803722,43.0,Si,0.0,1.0
CLI-1592,24.0,Anual,64.38820090074294,58.0,Si,0.0,1.0
CLI-1593,24.0,Mensual,53.5601180546382,14.0,Si,1.0,1.0
CLI-1594,37.0,Mensual,38.90943767898191,27.0,No,1.0,0.0
CLI-1595,84.0,Anual,114.91432544149767,2.0,Si,0.0,1.0
CLI-1596,57.0,Mensual,58.73180057163756,19.0,No,1.0,0.0
CLI-1597,29.0,Mensual,68.65945097313143,58.0,No,1.0,0.0
CLI-1598,18.0,Mensual,42.53000162293964,43.0,Si,1.0,1.0
CLI-1599,64.0,Anual,36.134846150033944,5.0,Si,0.0,1.0
CLI-1600,33.0,Mensual,54.00002832635105,8.0,Si,1.0,1.0
CLI-1601,60.0,Anual,111.00265116031554,32.0,No,0.0,0.0
CLI-1602,20.0,Anual,88.60880688623982,66.0,Si,0.0,1.0
CLI-1603,41.0,Anual,66.29609663740268,21.0,No,0.0,0.0
CLI-1604,81.0,Mensual,80.30167839018742,19.0,Si,1.0,1.0
CLI-1605,54.0,Mensual,58.66390606465505,59.0,Si,1.0,1.0
CLI-1606,72.0,Anual,92.95735437552626,63.0,No,0.0,0.0
CLI-1608,41.0,Mensual,106.1086403212908,47.0,No,1.0,0.0
CLI-1609,21.0,Mensual,88.64914780145519,41.0,No,1.0,0.0
CLI-1610,68.0,Anual,24.682893087827367,2.0,No,0.0,0.0
CLI-1611,51.0,Mensual,100.64888004849747,36.0,No,1.0,0.0
CLI-1612,46.0,Mensual,42.546277234390764,7.0,No,1.0,0.0
CLI-1613,68.0,Anual,57.78588809799845,22.0,Si,0.0,1.0
CLI-1614,18.0,Mensual,47.22319982513832,41.0,No,1.0,0.0
CLI-1615,51.0,Anual,43.20522068830682,30.0,No,0.0,0.0
CLI-1616,38.0,Mensual,23.10075951929001,19.0,Si,1.0,1.0
CLI-1617,55.0,Mensual,38.6796002956994,56.0,No,1.0,0.0
CLI-1618,68.0,Anual,83.83458492385296,67.0,Si,0.0,1.0
CLI-1619,29.0,Anual,112.09828257312483,70.0,Si,0.0,1.0
CLI-1620,31.0,Mensual,61.16808711630215,31.0,Si,1.0,1.0
CLI-1621,85.0,Anual,35.207931165470576,61.0,Si,0.0,1.0
CLI-1622,25.0,Mensual,38.9699613959518,66.0,No,1.0,0.0
CLI-1623,43.0,Anual,44.65908473595353,17.0,Si,0.0,1.0
CLI-1624,42.0,Mensual,55.84501394025727,43.0,Si,1.0,1.0
CLI-1625,82.0,Mensual,114.76383331820308,5.0,No,1.0,0.0
CLI-1626,52.0,Anual,112.59480802740667,22.0,Si,0.0,1.0
CLI-1627,76.0,Mensual,102.32183822899509,32.0,Si,1.0,1.0
CLI-1628,48.0,Anual,116.80356520074189,64.0,Si,0.0,1.0
CLI-1629,50.0,Anual,32.13377407714265,41.0,No,0.0,0.0
CLI-1630,82.0,Anual,94.95479652960343,8.0,No,0.0,0.0
CLI-1631,79.0,Mensual,99.27865256992683,46.0,No,1.0,0.0
CLI-1632,82.0,Mensual,51.72510165079892,71.0,No,1.0,0.0
CLI-1633,71.0,Mensual,28.08331825316071,72.0,Si,1.0,1.0
CLI-1634,77.0,Mensual,111.97202164003595,15.0,Si,1.0,1.0
CLI-1635,51.0,Mensual,100.99952971430677,70.0,No,1.0,0.0
CLI-1636,20.0,Anual,89.29826790714328,71.0,Si,0.0,1.0
CLI-1637,58.0,Anual,77.94248694052175,52.0,No,0.0,0.0
CLI-1638,23.0,Mensual,48.05229707815783,50.0,No,1.0,0.0
CLI-1639,51.0,Anual,75.40000952883732,35.0,No,0.0,0.0
CLI-1640,79.0,Anual,110.860772182531,18.0,No,0.0,0.0
CLI-1641,28.0,Anual,104.49526574639194,13.0,No,0.0,0.0
CLI-1642,50.0,Anual,78.58779947709286,14.0,Si,0.0,1.0
CLI-1643,81.0,Mensual,97.59966685723863,29.0,Si,1.0,1.0
CLI-1644,61.0,Anual,88.57750677874353,33.0,No,0.0,0.0
CLI-1645,62.0,Mensual,117.5545964175287,40.0,No,1.0,0.0
CLI-1646,77.0,Anual,109.61222760951686,9.0,No,0.0,0.0
CLI-1647,67.0,Mensual,25.444861587074257,64.0,No,1.0,0.0
CLI-1648,26.0,Anual,69.48459597530616,70.0,Si,0.0,1.0
CLI-1649,29.0,Anual,101.7565952355664,40.0,Si,0.0,1.0
CLI-1650,66.0,Mensual,75.63387974234382,57.0,Si,1.0,1.0
CLI-1651,66.0,Anual,109.14814286066817,5.0,No,0.0,0.0
CLI-1652,31.0,Mensual,30.275827675120773,22.0,Si,1.0,1.0
CLI-1653,28.0,Anual,48.18491858290564,46.0,No,0.0,0.0
CLI-1654,36.0,Mensual,109.81239872754377,10.0,No,1.0,0.0
CLI-1655,73.0,Anual,83.12509270579471,35.0,No,0.0,0.0
CLI-1656,63.0,Mensual,25.29317142444221,71.0,Si,1.0,1.0
CLI-1657,73.0,Mensual,77.21454079974042,32.0,No,1.0,0.0
CLI-1658,67.0,Anual,58.84447798902644,34.0,Si,0.0,1.0
CLI-1659,34.0,Anual,77.05909073636576,53.0,No,0.0,0.0
CLI-1660,81.0,Mensual,36.08327693402805,38.0,Si,1.0,1.0
CLI-1661,68.0,Anual,23.66080401708747,19.0,Si,0.0,1.0
CLI-1662,56.0,Mensual,97.09279562950589,12.0,Si,1.0,1.0
CLI-1663,82.0,Anual,74.49585841712923,19.0,Si,0.0,1.0
CLI-1664,59.0,Mensual,52.33366925407797,24.0,No,1.0,0.0
CLI-1665,56.0,Anual,21.487972278883788,9.0,No,0.0,0.0
CLI-1666,20.0,Anual,75.38175292629472,61.0,Si,0.0,1.0
CLI-1667,48.0,Anual,27.455601886859355,43.0,Si,0.0,1.0
CLI-1668,76.0,Mensual,27.121350858291862,23.0,No,1.0,0.0
CLI-1669,58.0,Mensual,55.3879494359295,13.0,Si,1.0,1.0
CLI-1670,48.0,Anual,76.90555485971143,36.0,No,0.0,0.0
CLI-1671,54.0,Anual,70.41161344917356,19.0,No,0.0,0.0
CLI-1672,59.0,Mensual,58.98708006294767,32.0,Si,1.0,1.0
CLI-1673,51.0,Mensual,62.30173975063878,20.0,Si,1.0,1.0
CLI-1674,76.0,Anual,31.297798032793658,13.0,No,0.0,0.0
CLI-1675,62.0,Mensual,90.42586846707721,32.0,No,1.0,0.0
CLI-1676,56.0,Mensual,57.460242540278784,33.0,No,1.0,0.0
CLI-1677,81.0,Anual,56.65691351948299,41.0,Si,0.0,1.0
CLI-1678,32.0,Anual,108.71191464236846,6.0,Si,0.0,1.0
CLI-1679,60.0,Anual,112.71378883614516,10.0,No,0.0,0.0
CLI-1680,36.0,Anual,20.433111588115175,37.0,Si,0.0,1.0
CLI-1681,79.0,Mensual,56.06653743440348,50.0,Si,1.0,1.0
CLI-1682,83.0,Mensual,114.73820013440098,49.0,No,1.0,0.0
CLI-1683,47.0,Mensual,22.612782465338114,9.0,No,1.0,0.0
CLI-1684,43.0,Mensual,54.70633012566149,60.0,No,1.0,0.0
CLI-1685,21.0,Mensual,35.36177368274433,15.0,Si,1.0,1.0
CLI-1686,38.0,Anual,65.03203060814343,9.0,No,0.0,0.0
CLI-1687,51.0,Mensual,58.753132419699085,18.0,Si,1.0,1.0
CLI-1688,56.0,Mensual,23.05995367909916,69.0,Si,1.0,1.0
CLI-1689,27.0,Mensual,104.90040900308793,56.0,Si,1.0,1.0
CLI-1690,29.0,Anual,103.56218723894608,60.0,Si,0.0,1.0
CLI-1691,56.0,Mensual,92.92250383158154,34.0,No,1.0,0.0
CLI-1692,48.0,Anual,36.46563208543347,50.0,No,0.0,0.0
CLI-1693,67.0,Mensual,81.32392658438543,59.0,No,1.0,0.0
CLI-1694,62.0,Mensual,88.77825490703619,66.0,No,1.0,0.0
CLI-1695,66.0,Mensual,119.86902879173101,14.0,No,1.0,0.0
CLI-1696,79.0,Anual,46.64198737335708,7.0,Si,0.0,1.0
CLI-1697,72.0,Anual,46.06639434519356,25.0,Si,0.0,1.0
CLI-1698,66.0,Mensual,82.89121700926174,39.0,No,1.0,0.0
CLI-1699,45.0,Mensual,65.09735973692267,67.0,Si,1.0,1.0
CLI-1700,45.0,Mensual,31.509815202045694,25.0,No,1.0,0.0
CLI-1701,67.0,Mensual,72.84584713425282,24.0,No,1.0,0.0
CLI-1702,49.0,Anual,51.24837375348363,56.0,Si,0.0,1.0
CLI-1703,66.0,Mensual,109.97077074454674,32.0,No,1.0,0.0
CLI-1704,39.0,Mensual,67.01663201233048,53.0,No,1.0,0.0
CLI-1705,66.0,Anual,94.90932861600645,43.0,No,0.0,0.0
CLI-1706,25.0,Mensual,114.07479528541634,61.0,No,1.0,0.0
CLI-1707,78.0,Mensual,80.44001123027586,1.0,No,1.0,0.0
CLI-1708,29.0,Mensual,25.36705022000701,63.0,No,1.0,0.0
CLI-1709,59.0,Mensual,51.89170485760641,20.0,No,1.0,0.0
CLI-1710,32.0,Anual,117.8011454990106,62.0,Si,0.0,1.0
CLI-1711,67.0,Anual,33.594784640891156,30.0,No,0.0,0.0
CLI-1712,78.0,Mensual,95.87519131793633,16.0,No,1.0,0.0
CLI-1713,57.0,Mensual,88.30936564854281,36.0,Si,1.0,1.0
CLI-1714,52.0,Anual,68.58146042477195,36.0,No,0.0,0.0
CLI-1715,42.0,Mensual,76.49998371763664,28.0,Si,1.0,1.0
CLI-1716,51.0,Anual,38.8074720598092,23.0,Si,0.0,1.0
CLI-1717,55.0,Anual,109.70800589429355,61.0,No,0.0,0.0
CLI-1718,23.0,Mensual,115.84120810752046,10.0,No,1.0,0.0
CLI-1719,26.0,Anual,56.31565125608805,9.0,No,0.0,0.0
CLI-1720,59.0,Mensual,119.76728273523463,7.0,Si,1.0,1.0
CLI-1721,55.0,Anual,76.21251457213003,60.0,No,0.0,0.0
CLI-1722,37.0,Mensual,88.64159090305603,21.0,Si,1.0,1.0
CLI-1723,74.0,Anual,85.60866372316208,23.0,Si,0.0,1.0
CLI-1724,31.0,Mensual,50.727822143767185,65.0,Si,1.0,1.0
CLI-1725,73.0,Anual,95.22822659510916,2.0,Si,0.0,1.0
CLI-1726,27.0,Anual,116.17885415247159,5.0,No,0.0,0.0
CLI-1727,69.0,Mensual,109.90034965461291,12.0,Si,1.0,1.0
CLI-1728,69.0,Mensual,97.15924348010125,29.0,No,1.0,0.0
CLI-1729,35.0,Anual,114.08600342892618,5.0,No,0.0,0.0
CLI-1730,24.0,Mensual,115.47512492966722,49.0,No,1.0,0.0
CLI-1731,75.0,Mensual,77.6248774164164,2.0,No,1.0,0.0
CLI-1732,19.0,Anual,85.52594632979834,15.0,No,0.0,0.0
CLI-1733,72.0,Mensual,112.30072907280515,34.0,No,1.0,0.0
CLI-1734,36.0,Anual,113.52056268087206,2.0,No,0.0,0.0
CLI-1735,80.0,Anual,32.30161342938089,25.0,No,0.0,0.0
CLI-1736,40.0,Anual,70.87707142563912,6.0,No,0.0,0.0
CLI-1737,69.0,Mensual,49.45971483689921,12.0,Si,1.0,1.0
CLI-1738,45.0,Mensual,49.947449054017795,60.0,No,1.0,0.0
CLI-1739,37.0,Mensual,119.96470706931188,7.0,Si,1.0,1.0
CLI-1740,67.0,Mensual,71.41968254831794,28.0,No,1.0,0.0
CLI-1741,30.0,Mensual,28.994794040094945,30.0,No,1.0,0.0
CLI-1742,51.0,Mensual,46.623507001233925,12.0,No,1.0,0.0
CLI-1743,78.0,Mensual,44.203634016934394,46.0,Si,1.0,1.0
